i	Degree	Interconnections	CC	APL	SS
344	647	111189	0.53205	1.67302	3.00000
345	497	77004	0.62475	1.75180	3.00000
346	151	11325	1.00000	1.94696	3.00000
347	199	13386	0.67946	1.91452	3.00000
348	703	132502	0.53698	1.64109	3.00000
349	154	11371	0.96520	1.94542	3.00000
350	269	17958	0.49820	1.87436	3.00000
351	369	32375	0.47683	1.81771	3.00000
352	170	11729	0.81650	1.93460	3.00000
353	287	23490	0.57235	1.86097	3.00000
354	284	23187	0.57699	1.86921	3.00000
355	579	112213	0.67060	1.70700	3.00000
356	726	131011	0.49781	1.62925	3.00000
357	640	111894	0.54721	1.67662	3.00000
358	166	11681	0.85294	1.93821	3.00000
359	376	40943	0.58075	1.81565	3.00000
360	496	77231	0.62912	1.75283	3.00000
361	632	74194	0.37209	1.67920	3.00000
362	501	77592	0.61950	1.74974	3.00000
363	627	109555	0.55824	1.68126	3.00000
364	415	44254	0.51515	1.79506	3.00000
365	534	80205	0.56359	1.73069	3.00000
366	238	16257	0.57643	1.89495	3.00000
367	701	121573	0.49551	1.64212	3.00000
368	339	32056	0.55953	1.84037	3.00000
369	246	16899	0.56078	1.88980	3.00000
370	485	42510	0.36219	1.75798	3.00000
371	641	112029	0.54616	1.67611	3.00000
372	879	165971	0.43011	1.54995	3.00000
373	284	20494	0.50998	1.86818	3.00000
374	398	30846	0.39044	1.80690	3.00000
375	339	28213	0.49245	1.83780	3.00000
376	806	160496	0.49472	1.58960	3.00000
377	823	140652	0.41582	1.57930	3.00000
378	219	14456	0.60559	1.90525	3.00000
379	949	191976	0.42678	1.51287	3.00000
380	652	95717	0.45101	1.66838	3.00000
381	433	41638	0.44519	1.78785	3.00000
382	447	45225	0.45370	1.78167	3.00000
383	511	55257	0.42406	1.74665	3.00000
384	303	24547	0.53651	1.85788	3.00000
385	203	13374	0.65229	1.91607	3.00000
386	510	52606	0.40530	1.74408	3.00000
387	203	12422	0.60586	1.91246	3.00000
388	622	93526	0.48426	1.68486	3.00000
389	955	192434	0.42244	1.51081	3.00000
390	387	34780	0.46565	1.80999	3.00000
391	411	41818	0.49633	1.79351	3.00000
